No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
4 augmented images by 'crop' to be generated.
Automatically generating validation set from 5% of the data.
Extracting augmented image features from training data set.
Analyzing and extracting image features.
+----------------------+------------------+--------------+------------------+
| Raw Images Processed | Augmented Images | Elapsed Time | Percent Complete |
| 150              | 28.49s       | 16.25%           |
| 175              | 33.12s       | 19%              |
| 200              | 37.82s       | 21.75%           |
| 225              | 42.60s       | 24.5%            |
| 250              | 47.26s       | 27%              |
| 275              | 51.98s       | 29.75%           |
| 300              | 56.67s       | 32.5%            |
| 325              | 1m 1s        | 35.25%           |
| 350              | 1m 6s        | 38%              |
| 375              | 1m 10s       | 40.75%           |
| 400              | 1m 15s       | 43.5%            |
| 425              | 1m 20s       | 46.25%           |
| 450              | 1m 24s       | 49%              |
| 475              | 1m 29s       | 51.5%            |
| 500              | 1m 33s       | 54.25%           |
| 525              | 1m 38s       | 57%              |
| 550              | 1m 43s       | 59.75%           |
| 575              | 1m 47s       | 62.5%            |
| 600              | 1m 52s       | 65.25%           |
| 625              | 1m 57s       | 68%              |
| 650              | 2m 1s        | 70.75%           |
| 675              | 2m 6s        | 73.5%            |
| 700              | 2m 10s       | 76.25%           |
| 725              | 2m 15s       | 78.75%           |
| 750              | 2m 20s       | 81.5%            |
| 775              | 2m 25s       | 84.25%           |
| 800              | 2m 29s       | 87%              |
| 825              | 2m 34s       | 89.75%           |
| 850              | 2m 38s       | 92.5%            |
| 875              | 2m 43s       | 95.25%           |
| 900              | 2m 48s       | 98%              |
| 918              | 2m 51s       | 100%             |
| 917              | 2m 51s       | 99.75%           |
+------------------+--------------+------------------+
Beginning model training on processed features. 
Calibrating solver; this may take some time.
+-----------+--------------+-------------------+---------------------+
| Iteration | Elapsed Time | Training Accuracy | Validation Accuracy |
+-----------+--------------+-------------------+---------------------+
| 0         | 2.055310     | 0.109855          | 0.102397            |
| 1         | 13.758724    | 0.136007          | 0.115468            |
| 2         | 21.686084    | 0.359091          | 0.352941            |
| 3         | 25.562567    | 0.182561          | 0.156863            |
| 4         | 31.523555    | 0.399356          | 0.396514            |
| 5         | 35.410866    | 0.421608          | 0.419390            |
| 6         | 39.230227    | 0.432406          | 0.419390            |
| 7         | 43.136552    | 0.445699          | 0.425926            |
| 8         | 47.004602    | 0.466159          | 0.442266            |
| 9         | 50.857609    | 0.502465          | 0.472767            |
| 10        | 54.551623    | 0.529730          | 0.479303            |
| 11        | 58.392593    | 0.541044          | 0.494553            |
| 12        | 62.349087    | 0.566786          | 0.526144            |
| 13        | 66.210967    | 0.582151          | 0.553377            |
| 14        | 70.208213    | 0.583252          | 0.545752            |
| 15        | 74.095484    | 0.595538          | 0.558824            |
| 16        | 77.981281    | 0.600691          | 0.565359            |
| 17        | 81.938516    | 0.615026          | 0.571895            |
| 18        | 85.882312    | 0.638918          | 0.590414            |
| 19        | 89.760678    | 0.635299          | 0.604575            |
| 20        | 95.731750    | 0.652878          | 0.611111            |
| 21        | 99.676607    | 0.656802          | 0.608932            |
| 22        | 103.621130   | 0.667330          | 0.616558            |
| 23        | 107.509783   | 0.678972          | 0.617647            |
| 24        | 111.609821   | 0.689594          | 0.620915            |
| 25        | 115.699023   | 0.693928          | 0.630719            |
| 26        | 119.732786   | 0.701610          | 0.640523            |
| 27        | 123.893156   | 0.708836          | 0.650327            |
| 28        | 127.897566   | 0.713708          | 0.652505            |
| 29        | 131.802782   | 0.719810          | 0.650327            |
